cust_id,Classificação Atual,deals group on wpp?,tipo_link,link Whatsapp,group_id,group_name,monitorado,device
1531640488,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/L8KIweGu5u7KTq2Yd1CP6O,120363422655386925@g.us,#21 Promobabykids,Sim,waha-meli-2
1550052320,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/CRUCLnt5HAy7lWpQjzxUzH,120363201727659718@g.us,avisaDesconto | 001,Sim,waha-meli-3
1565324511,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/FXlIvN8c9IC9c8mjzYajbc,120363041417231223@g.us,Promoções 11 🛍💖,Sim,waha-meli-3
1577887940,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/GHdEPxuQlfL1maMuQNTHIX,120363404716527664@g.us, A PROMO MEN 🔥 #39,Sim,waha-meli-3
1588265237,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/LYEMzs28deCDS8alcefD3X,120363182048493425@g.us,Promo Atleta  #1,Sim,waha-meli-2
1629748942,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/LnFhir7J5Wf3Qt7TktN6mE,120363406003703704@g.us,ACHADOS DA MAG #23🔥🛍️,Sim,waha-meli-3
1639459856,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/IjHp4Xcwz1WBaBduXFvLbe,120363424178779521@g.us,Unboxing Na Lata - Black Friday,Sim,waha-meli-3
1661960926,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/E4Kf4pq6GsT9mVJTLJBIdO,120363424000272262@g.us,Ez Promoções #9,Sim,waha-meli-3
1665449142,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/EEiuubOHou3FiTT9WJaZt3,120363422581214841@g.us,CUPONS E PROMOÇÕES- OFICINA GARAGEM 💸,Sim,waha-meli-3
1692585264,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/K0E77yI0eJF9s5ESp4laL9,120363419933978938@g.us,Sidão Do Game 🎮 #1,Sim,waha-meli-3
1711897713,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/K4ryLu97TmzLSvVbpopbTG,120363402150960998@g.us,Promo de Grazi 💗 #25,Sim,waha-meli-2
1712874783,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/LIQYisA24wJ0zw1ZYSoa5t,120363423971278517@g.us,Ofertas do Nerd do Tempo #4,Sim,waha-meli-3
1738465308,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/HbFwDMJx0AVC31FJN6XwE1,120363119174045611@g.us,⚡️ PROMODALUH | #1 🛍️🛒,Sim,waha-meli-3
1763078011,Bronze,Tem grupo,Canal,https://whatsapp.com/channel/0029Vaa8YsH1t90Z0iZKB33u,120363279377332711@newsletter,Promo De Livro 📚 Ofertas e Cupons,Sim,waha-meli-3
1768622098,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/BS0HZuhXh6P7kRoI1gEqER,120363407226581518@g.us,Espionando Fitness #49,Sim,waha-meli-teste
1776938790,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GPmBCLglPFY5S6EUvXMUsE,120363405713866845@g.us,Dicas de ofertas 70,Sim,waha-meli-3
1787797281,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/EdhCcrHP1qU2zLOv2Sv4jP,120363415723651662@g.us,Cupons de Pobre 🎟️,Sim,waha-meli-teste
1815084683,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/IUHQ3hfZaHXKyEOjcUSEhr,120363327812391365@g.us,PROMO DELAS | 32 🛍️,Sim,waha-meli-teste
1833043019,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/LyXmhuBHKDN9NZVi9SJpJ8,120363237672637679@g.us,Achadinhos da Bia 48,Sim,waha-meli-3
1850405221,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GYHxYX0OiWLBGUVhXp4dOI,120363420778988065@g.us,OFERTAS DO Gui ! #8,Sim,waha-meli-3
1856859073,Bronze,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VavQ9i68aKvEJa01Si0s,120363343648521112@newsletter,MAXHOBBY OFERTAS | DRONES | RC | ELETRÔNICOS,Sim,waha-meli-3
1864837598,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GtHgprWN4LyHsyz3fNM2lh,120363420491197028@g.us,Canal da Luiza #3,Sim,waha-meli-2
1875530332,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FTsTDhuG2dw07UlqtSwy4H,120363406603112373@g.us,LINKS & CUPONS #2,Sim,waha-meli-2
1885573171,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/B7B7IOWYF3zJrnOcCsT0lE,120363401602908578@g.us,Grupo de Ofertas - Talk PC #12,Sim,waha-meli-2
1890797680,Gold,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VaEigmzIN9iuUTdlum27,120363198398150660@newsletter,Tênis Certo Cupons e Promoções,Sim,waha-meli-teste
1909872740,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/JMXb0p4jSL4ISVSQXlP9Yj,120363418830497132@g.us,Musas da promo #20,Sim,waha-meli-3
1946020572,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/LjxdpPAT9K378B0TTJSCEG,120363030786705149@g.us,Mina da Promoção #1,Sim,waha-meli-3
1947955373,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/Hxfay43oaJJ45xfc7phl30,120363324025660689@g.us,Guerra Deals Fit [01] 🥇,Sim,waha-meli-3
1954038151,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/JPppTZPZHUyLM5kkp6YVUA,120363280279306514@g.us,🔥Sr promoções,Sim,waha-meli-2
2002635933,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/GzGvOekOI1nLFI1oqhUrKI,120363406342351434@g.us,#D1 Compare Baby - Promos,Sim,waha-meli-3
2018031282,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/HOvyBiFTiGHLVpyKYV3QQO,120363406155281167@g.us,Descontinho de Mamãe | 82 🍼,Sim,waha-meli-3
2018286552,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/B7oYpsK9ysED1orpEmEEKM,120363422770410114@g.us,ROSLEON - Ofertas 14,Sim,waha-meli-2
2046114897,Silver,Tem grupo,Canal,https://whatsapp.com/channel/0029VaH1sTrC6Zvonv3LRT0d,120363205520499616@newsletter,Promosday - Promoções,Sim,waha-meli-3
2057503925,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/GfQptqIzC4SJCywtHvqtKw,120363406277834019@g.us,200# Ofertas da Casa Moderna,Sim,waha-meli-teste
2066492086,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/CHDLYYRxesw6o8gWMowQHj,120363390190361779@g.us,Achadinho da Loe #16,Sim,waha-meli-3
2159634895,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FC8clNGNPFC1IJ6TXVYebL,120363420295739084@g.us,Estilo Masculino | Ofertas & Achados,Sim,waha-meli-3
2191021575,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/KJvkLUUQ2HvCUcNML1lZ8G,120363425302778855@g.us,Grupo De Promo Enxoval #42,Sim,waha-meli-2
2205602295,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/E8SVTxjDOHd9xkfiSH7en8,120363419118480448@g.us,#6 Mimos e Ofertas Baby,Sim,waha-meli-3
2221972417,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/DekiE4B0VQZLA1xe720OI3,120363423937542871@g.us,VERSATIL PERFUMES #25,Sim,waha-meli-2
2284013461,Bronze,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VamzgNhGJP8Dd5kG1d2U,120363346295511981@newsletter,Oferta na Sho 🎟️,Sim,waha-meli-2
2296094924,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/EMCm5qR8XJCJlhpteajRUf,120363406537322090@g.us,Promos Clube do Homem | 59,Sim,waha-meli-3
2342750641,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/JLCk1S4Wjm37G29BHwfNbu,120363199843919087@g.us,Várias Promos 77 ✨,Sim,waha-meli-3
2359144247,Bronze,Tem grupo,Canal,https://whatsapp.com/channel/0029VaCY2pE9mrGgKBr1Ba37,120363192153036190@newsletter,Mi&Promo! ❤️‍🔥🛍️✨,Sim,waha-meli-3
2378704472,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/FuNEn2SXIOc0LEFaNoaxNP,120363423736707017@g.us,🟡 OFERTAS - Resenha do Heitor,Sim,waha-meli-3
2393086063,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/Ey0PyDtzhYC71HAguVRdEq,120363399516513048@g.us,Economia Beauty #14,Sim,waha-meli-teste
2417930507,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GuUXqglkSDP4B3FMUCdG7A,120363404490988467@g.us,Grupo #1 - Ofertas Bate-papo Automotivo,Sim,waha-meli-2
2418855877,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/Fm2AoR51NBt0vqP7jWjGkV,120363026803060404@g.us,ALERTA DE CUPONS 50 lll,Sim,waha-meli-3
2434968281,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/CtY9K8iRnsxBMBlgkRmsZr,120363406389855345@g.us,Coruja Ofertas 🦉 [23],Sim,waha-meli-3
2472950551,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/EhPdIrMJWgyKhwKLN6dqhg,120363404112441252@g.us,🔔 Grupo Oficial do Canal MARCENARIA PARA TODOS - CUPONS E PROMOÇÕES PONTUAIS.,Sim,waha-meli-3
2487802727,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/Lam45hlUcRv1L7ASr9YGQh,120363419687830891@g.us,MegaPromoções - Tech #8,Sim,waha-meli-3
2514893588,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/ENZyzx8XW4fFjRvvBcaLxA,120363402740530458@g.us,PromoHub - Baby #189 👶🏻,Sim,waha-meli-teste
2534577851,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/I2L0dBamOZFFwbhjc1G2Ce,120363402561424123@g.us,PROMOS CASA DICASGIO 8 🏠🫖🫙,Sim,waha-meli-3
2577473496,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/DD9SxYdPU9j5jMhigzNA9j,120363427146742265@g.us,Afiliados - Fábrica de Vendedores 🚀,Sim,waha-meli-3
2595529889,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/JTIjC3SyVjDGW1WynEVlKa,120363400183929285@g.us,Ofertas e Promoções - Escolha Certa #5,Sim,waha-meli-teste
2644774232,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/Ha3nYpCOVd95IyxsSift1a,120363418883747725@g.us,#12 Achados de Tênis,Sim,waha-meli-teste
2650443175,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/DnSbf2Wl38j49jVjXPElGw,120363292884896284@g.us,MAGO DAS PROMOS 🧙‍♂️ #01,Sim,waha-meli-teste
2651081363,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/JA70JzSvVvv5J1OlX8P61S,120363420855768099@g.us,#07 MAENO PROMOÇÕES,Sim,waha-meli-3
2669248973,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/IyVPibpXIDVKJZKRdVzXbW,120363424654471093@g.us,✨PROMOS DAS CHEIROSAS ✨ By Annalu 💕 #75,Sim,waha-meli-teste
2671243577,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/G5FCYE83btJ91MqwcV3ni2,120363421704890594@g.us,SÓ PERFUMES ORIGINAIS | 41,Sim,waha-meli-3
2683269260,Gold,Tem grupo,Grupo,https://chat.whatsapp.com/Iv120b4mhWRLGVdAgqiLrH,120363423507888423@g.us,Grupo Oficial de Ofertas #216 🛍️,Sim,waha-meli-teste
2697350057,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/Ekvo0DCDTNz5ZWf6SCxvnD,120363424034906889@g.us,TênisLinks 103🔗,Sim,waha-meli-2
2716163380,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/IISYrvFmFYYD0fABnhCUlr,120363420690760371@g.us,NP promos 87,Sim,waha-meli-3
2901295274,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/GguJ0QtVOgJJPZ33g25Jf8,120363420239795170@g.us,ACHADOS DA RAINA #12,Sim,waha-meli-3
2907265272,Bronze,Tem grupo,Grupo,https://chat.whatsapp.com/GLLMaVmvLLNAvOJgOxN2Oo,120363403738288700@g.us,#10 Garimpando com a Day 🛍️,Sim,waha-meli-3
2908237301,Silver,Tem grupo,Grupo,https://chat.whatsapp.com/JCQYYZxE3zT4WmG6jFWEdQ,5512988520591-1489189007@g.us,PROMO PARA TENISTAS | 33,Sim,waha-meli-2
1231600621,B2B,Tem grupo,Canal,https://whatsapp.com/channel/0029Va9je3HCsU9LtD1o6Y1R,120363181057510667@newsletter,Achados do Tecnoblog | Ofertas de tecnologia,Sim,waha-meli-teste
275692518,B2B,Tem grupo,Canal,https://www.whatsapp.com/channel/0029VajMO5Y4Crfd9sUv321p,120363297880449385@newsletter,TecMundo Guia de Compras,Sim,waha-meli-teste
1352030962,B2B,Tem grupo,Canal,https://www.whatsapp.com/channel/0029Va8w71Y9xVJhPriudt0q,120363194378500802@newsletter,Canaltech Ofertas,Sim,waha-meli-teste
2952669306,B2B,Tem grupo,Canal,https://www.whatsapp.com/channel/0029Va9uMqc8kyyGgzaKR93A,120363163378360199@newsletter,Ofertas | Olhar Digital,Sim,waha-meli-teste
2319470805,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/LAQB5ZrfGcO7svEcZlkpij,558496947085-1607736966@g.us,Pechinchou - 236,Sim,waha-meli-teste
1462755273,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/HXjAvm4sRrV1x56fZvTSEt,120363421659531796@g.us,Achadinhos Pelando VIP #7,Sim,waha-meli-teste
1484485184,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/CpCCB70TN5F4c8qxV8Jhfo,120363423297045925@g.us,Tudo com Desconto #3,Sim,waha-meli-teste
1568385210,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/CVvA9Qu8uDVJeihkSOOqoG,120363423396514595@g.us,#28 Melhores Descontos 🛒,Sim,waha-meli-teste
1029902351,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/HlZ48tgFzxB3dd6HfSS5KG,554299614855-1574987193@g.us,Descontos Top - Geral 9,Sim,waha-meli-teste
79019768,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/ItTvOV3OIjk0GpMZzpDfd0,120363418416231901@g.us,Bike Radar #8 - Ofertas de ciclismo em primeira mão!,Sim,waha-meli-teste
1374758175,B2B,Tem grupo,Grupo,https://chat.whatsapp.com/H53rFiGXSx99iLqbVDjBlC,120363404000865338@g.us,PromoTop - 85,Sim,waha-meli-teste
